EmployeeID,Name,Department,JobRole,HireDate,Gender,Salary,ManagerID,ReviewID,ReviewDate,PerformanceScore,TrainingHours,Promotion,Attrition,HireYear,HireMonth
223,Employee 223,IT,Associate,19-03-2020 00:00,F,116579,7,223,30-06-2025 00:00,2,48,No,No,2020,March
224,Employee 224,IT,Associate,28-10-2023 00:00,M,58124,30,224,30-06-2025 00:00,2,64,Yes,No,2023,October
225,Employee 225,IT,Manager,20-12-2019 00:00,M,93069,83,225,30-06-2025 00:00,3,50,No,No,2019,December
226,Employee 226,IT,Analyst,24-10-2020 00:00,F,148426,63,226,30-06-2025 00:00,4,77,No,No,2020,October
227,Employee 227,Sales,Associate,11-07-2020 00:00,M,71017,53,227,30-06-2025 00:00,2,10,Yes,No,2020,July
228,Employee 228,Sales,Manager,17-08-2022 00:00,F,69465,69,228,30-06-2025 00:00,3,36,No,No,2022,August
229,Employee 229,Finance,Associate,11-01-2022 00:00,M,79138,87,229,30-06-2025 00:00,3,21,Yes,No,2022,January
230,Employee 230,IT,Manager,04-06-2020 00:00,F,135167,94,230,30-06-2025 00:00,3,68,No,No,2020,June
231,Employee 231,Marketing,Associate,21-05-2021 00:00,F,65731,66,231,30-06-2025 00:00,5,37,Yes,No,2021,May
232,Employee 232,IT,Associate,06-10-2019 00:00,F,131360,50,232,30-06-2025 00:00,4,61,No,No,2019,October
233, Employee 233 ,Marketing,Analyst,25-05-2022 00:00,F,60094,91,233,30-06-2025 00:00,3,14,No,Yes,2022,May
234,Employee 234,HR,Associate,17-01-2023 00:00,F,59372,98,234,30-06-2025 00:00,3,53,Yes,No,2023,January
235,Employee 235,Marketing,Executive,13-03-2023 00:00,M,111630,96,235,30-06-2025 00:00,2,70,No,Yes,2023,March
236,Employee 236,HR,Manager,01-12-2023 00:00,M,55840,62,236,30-06-2025 00:00,1,62,No,No,2023,December
237,Employee 237,HR,Manager,07-06-2019 00:00,M,146849,83,237,30-06-2025 00:00,5,18,No,Yes,2019,June
238,Employee 238,Marketing,Executive,22-11-2019 00:00,F,61506,96,238,30-06-2025 00:00,5,4,Yes,Yes,2019,November
239,Employee 239,Sales,Executive,14-04-2019 00:00,M,117017,28,239,30-06-2025 00:00,4,62,No,No,2019,April
240,Employee 240,Sales,Executive,17-07-2020 00:00,M,79957,14,240,30-06-2025 00:00,5,18,Yes,No,2020,July
241,Employee 241,Sales,Manager,08-12-2018 00:00,F,71258,100,241,30-06-2025 00:00,5,51,Yes,No,2018,December
242,Employee 242,HR,Associate,07-09-2022 00:00,F,72983,64,242,30-06-2025 00:00,3,76,Yes,Yes,2022,September
243,Employee 243,IT,Executive,11-08-2021 00:00,F,148533,8,243,30-06-2025 00:00,4,37,No,Yes,2021,August
244,Employee 244,Finance,Associate,30-11-2023 00:00,F,113498,65,244,30-06-2025 00:00,3,47,No,Yes,2023,November
245,Employee 245,Finance,Analyst,14-03-2021 00:00,M,65304,71,245,30-06-2025 00:00,5,4,No,Yes,2021,March
246,Employee 246,Sales,Executive,12-12-2021 00:00,M,149316,90,246,30-06-2025 00:00,3,66,No,Yes,2021,December
247,Employee 247,Finance,Executive,08-07-2024 00:00,M,136688,59,247,30-06-2025 00:00,1,51,Yes,Yes,2024,July
248,Employee 248,Marketing,Manager,14-04-2023 00:00,M,71090,22,248,30-06-2025 00:00,1,46,Yes,No,2023,April
249,Employee 249,Finance,Manager,21-05-2019 00:00,F,69395,61,249,30-06-2025 00:00,3,80,No,Yes,2019,May
250,Employee 250,IT,Manager,05-11-2019 00:00,M,83041,11,250,30-06-2025 00:00,2,70,No,No,2019,November
251,Employee 251,Finance,Executive,15-06-2022 00:00,M,35978,8,251,30-06-2025 00:00,4,80,Yes,No,2022,June
252,Employee 252,IT,Manager,15-07-2024 00:00,M,141519,66,252,30-06-2025 00:00,5,10,Yes,Yes,2024,July
253,Employee 253,Marketing,Executive,26-01-2019 00:00,M,33325,2,253,30-06-2025 00:00,4,61,Yes,No,2019,January
254,Employee 254,Marketing,Analyst,03-05-2020 00:00,M,83487,78,254,30-06-2025 00:00,3,62,No,Yes,2020,May
255,Employee 255,IT,Associate,06-12-2019 00:00,M,37246,88,255,30-06-2025 00:00,3,57,No,Yes,2019,December
256,Employee 256,IT,Manager,09-05-2018 00:00,F,100327,5,256,30-06-2025 00:00,5,38,No,Yes,2018,May
257,Employee 257,HR,Associate,19-11-2022 00:00,F,46453,51,257,30-06-2025 00:00,4,9,Yes,No,2022,November
258,Employee 258,HR,Manager,28-07-2018 00:00,F,131747,86,258,30-06-2025 00:00,2,11,Yes,Yes,2018,July
259,Employee 259,Sales,Manager,20-07-2024 00:00,M,71889,88,259,30-06-2025 00:00,5,30,Yes,No,2024,July
260,Employee 260,IT,Associate,27-06-2023 00:00,M,71719,56,260,30-06-2025 00:00,3,38,No,No,2023,June
261,Employee 261,Finance,Manager,11-10-2019 00:00,F,89470,19,261,30-06-2025 00:00,1,37,Yes,Yes,2019,October
262,Employee 262,HR,Manager,11-09-2022 00:00,M,111285,78,262,30-06-2025 00:00,3,32,No,Yes,2022,September
263,Employee 263,Sales,Manager,08-10-2020 00:00,M,124303,24,263,30-06-2025 00:00,1,0,No,Yes,2020,October
264,Employee 264,IT,Manager,21-10-2021 00:00,F,86991,8,264,30-06-2025 00:00,2,39,Yes,Yes,2021,October
265,Employee 265,IT,Manager,27-10-2022 00:00,F,68226,46,265,30-06-2025 00:00,5,30,Yes,Yes,2022,October
266,Employee 266,HR,Executive,01-11-2024 00:00,M,72602,26,266,30-06-2025 00:00,1,36,No,Yes,2024,November
267,Employee 267,IT,Executive,02-01-2018 00:00,M,64647,21,267,30-06-2025 00:00,3,7,Yes,No,2018,January
268,Employee 268,HR,Executive,26-03-2021 00:00,F,103745,14,268,30-06-2025 00:00,2,34,Yes,No,2021,March
269,Employee 269,Sales,Manager,16-04-2019 00:00,M,88532,78,269,30-06-2025 00:00,5,50,Yes,Yes,2019,April
270,Employee 270,Marketing,Associate,01-10-2019 00:00,F,86360,15,270,30-06-2025 00:00,2,57,No,No,2019,October
271,Employee 271,Sales,Analyst,24-03-2022 00:00,M,71625,37,271,30-06-2025 00:00,1,26,No,No,2022,March
272,Employee 272,Marketing,Executive,10-04-2024 00:00,M,56765,30,272,30-06-2025 00:00,5,47,Yes,No,2024,April
273,Employee 273,Sales,Analyst,17-12-2020 00:00,M,97546,42,273,30-06-2025 00:00,5,69,No,Yes,2020,December
274,Employee 274,Finance,Analyst,20-03-2023 00:00,F,134337,38,274,30-06-2025 00:00,2,80,No,No,2023,March
275,Employee 275,Marketing,Executive,08-05-2023 00:00,M,128040,25,275,30-06-2025 00:00,5,58,No,No,2023,May
276,Employee 276,IT,Analyst,24-04-2020 00:00,M,146892,10,276,30-06-2025 00:00,3,54,Yes,No,2020,April
277, Employee 277 ,Marketing,Executive,02-02-2022 00:00,M,103836,50,277,30-06-2025 00:00,1,22,Yes,No,2022,February
278,Employee 278,HR,Manager,18-09-2021 00:00,F,65919,78,278,30-06-2025 00:00,5,78,No,Yes,2021,September
279,Employee 279,HR,Associate,28-10-2019 00:00,F,64609,8,279,30-06-2025 00:00,3,58,Yes,No,2019,October
280,Employee 280,IT,Manager,08-09-2020 00:00,M,142760,45,280,30-06-2025 00:00,5,15,Yes,No,2020,September
281,Employee 281,Sales,Analyst,18-07-2019 00:00,M,102467,76,281,30-06-2025 00:00,2,5,Yes,Yes,2019,July
282,Employee 282,IT,Manager,29-08-2018 00:00,M,146391,95,282,30-06-2025 00:00,2,80,Yes,Yes,2018,August
283,Employee 283,IT,Analyst,25-06-2020 00:00,M,108419,78,283,30-06-2025 00:00,2,9,Yes,No,2020,June
284,Employee 284,Marketing,Manager,15-06-2023 00:00,M,90713,12,284,30-06-2025 00:00,5,29,Yes,No,2023,June
285,Employee 285,HR,Analyst,27-08-2020 00:00,F,86722,95,285,30-06-2025 00:00,2,55,Yes,No,2020,August
286,Employee 286,Finance,Manager,28-11-2018 00:00,F,74728,65,286,30-06-2025 00:00,5,21,No,No,2018,November
287,Employee 287,IT,Associate,11-07-2023 00:00,M,36134,46,287,30-06-2025 00:00,5,59,No,No,2023,July
288, Employee 288 ,Marketing,Analyst,01-05-2019 00:00,F,96787,65,288,30-06-2025 00:00,5,67,No,No,2019,May
289,Employee 289,HR,Executive,24-12-2020 00:00,F,93067,86,289,30-06-2025 00:00,3,62,No,No,2020,December
290,Employee 290,IT,Executive,15-01-2022 00:00,F,25008,55,290,30-06-2025 00:00,3,3,No,Yes,2022,January
291,Employee 291,Sales,Manager,08-06-2022 00:00,F,100702,98,291,30-06-2025 00:00,3,3,No,No,2022,June
292,Employee 292,Finance,Executive,30-07-2022 00:00,M,128817,62,292,30-06-2025 00:00,5,60,No,No,2022,July
293,Employee 293,Sales,Manager,15-08-2023 00:00,F,82599,29,293,30-06-2025 00:00,3,0,Yes,No,2023,August
294,Employee 294,Finance,Executive,28-08-2022 00:00,M,122923,13,294,30-06-2025 00:00,3,39,Yes,No,2022,August
295,Employee 295,Marketing,Executive,20-04-2021 00:00,M,114366,53,295,30-06-2025 00:00,5,10,Yes,Yes,2021,April
296,Employee 296,HR,Associate,22-04-2019 00:00,M,74313,71,296,30-06-2025 00:00,1,73,No,Yes,2019,April
297,Employee 297,HR,Executive,21-02-2019 00:00,F,74023,75,297,30-06-2025 00:00,3,8,No,No,2019,February
298,Employee 298,Sales,Executive,07-08-2021 00:00,F,64581,40,298,30-06-2025 00:00,2,2,No,No,2021,August
299,Employee 299,Finance,Associate,23-02-2022 00:00,F,141741,4,299,30-06-2025 00:00,1,41,No,Yes,2022,February
300,Employee 300,IT,Executive,07-03-2018 00:00,F,68063,89,300,30-06-2025 00:00,2,34,No,Yes,2018,March
301,Employee 301,HR,Analyst,23-04-2024 00:00,M,78720,10,301,30-06-2025 00:00,4,20,Yes,No,2024,April
302,Employee 302,HR,Executive,17-01-2018 00:00,F,108710,39,302,30-06-2025 00:00,3,76,No,No,2018,January
303,Employee 303,IT,Executive,22-11-2022 00:00,F,121379,34,303,30-06-2025 00:00,2,30,No,No,2022,November
304,Employee 304,Finance,Analyst,15-04-2020 00:00,M,81341,43,304,30-06-2025 00:00,1,66,No,No,2020,April
305,Employee 305,Sales,Analyst,07-07-2022 00:00,M,70894,89,305,30-06-2025 00:00,3,22,No,No,2022,July
306,Employee 306,HR,Associate,13-05-2021 00:00,F,90055,3,306,30-06-2025 00:00,3,40,No,No,2021,May
307,Employee 307,HR,Manager,12-03-2020 00:00,M,35799,53,307,30-06-2025 00:00,1,78,No,No,2020,March
308,Employee 308,Sales,Executive,13-05-2021 00:00,M,25240,95,308,30-06-2025 00:00,3,27,No,No,2021,May
309,Employee 309,IT,Associate,21-01-2019 00:00,M,114992,87,309,30-06-2025 00:00,3,76,No,No,2019,January
310,Employee 310,Finance,Associate,15-01-2022 00:00,M,93649,88,310,30-06-2025 00:00,1,63,Yes,No,2022,January
311,Employee 311,Marketing,Executive,15-08-2023 00:00,M,149049,4,311,30-06-2025 00:00,1,22,No,Yes,2023,August
312,Employee 312,Marketing,Manager,14-04-2023 00:00,F,133308,2,312,30-06-2025 00:00,3,31,No,Yes,2023,April
313,Employee 313,Sales,Manager,26-08-2018 00:00,M,59931,13,313,30-06-2025 00:00,2,42,Yes,Yes,2018,August
314,Employee 314,Finance,Analyst,14-06-2019 00:00,F,71127,99,314,30-06-2025 00:00,5,2,No,Yes,2019,June
315,Employee 315,HR,Manager,22-11-2023 00:00,F,36892,33,315,30-06-2025 00:00,2,18,No,No,2023,November
316,Employee 316,Marketing,Manager,19-07-2018 00:00,F,104854,51,316,30-06-2025 00:00,3,18,Yes,No,2018,July
317,Employee 317,HR,Associate,06-04-2023 00:00,F,128227,68,317,30-06-2025 00:00,4,27,Yes,No,2023,April
318,Employee 318,Sales,Executive,11-09-2022 00:00,F,98334,22,318,30-06-2025 00:00,1,22,Yes,Yes,2022,September
319,Employee 319,IT,Analyst,04-04-2024 00:00,F,132905,6,319,30-06-2025 00:00,3,57,Yes,Yes,2024,April
320,Employee 320,Marketing,Executive,30-06-2018 00:00,M,85905,29,320,30-06-2025 00:00,3,4,Yes,No,2018,June
321,Employee 321,Marketing,Analyst,23-06-2020 00:00,M,54424,4,321,30-06-2025 00:00,5,60,No,No,2020,June
322,Employee 322,Marketing,Manager,04-03-2023 00:00,F,31690,23,322,30-06-2025 00:00,1,37,Yes,Yes,2023,March
323,Employee 323,Sales,Manager,27-02-2022 00:00,F,39971,2,323,30-06-2025 00:00,3,29,No,Yes,2022,February
324,Employee 324,Sales,Manager,17-04-2023 00:00,F,49723,4,324,30-06-2025 00:00,4,79,No,Yes,2023,April
325,Employee 325,IT,Executive,25-03-2024 00:00,F,85878,2,325,30-06-2025 00:00,5,70,Yes,No,2024,March
326,Employee 326,IT,Associate,05-01-2024 00:00,M,114706,19,326,30-06-2025 00:00,2,14,No,No,2024,January
327,Employee 327,HR,Analyst,26-12-2019 00:00,F,141858,83,327,30-06-2025 00:00,2,27,No,No,2019,December
328,Employee 328,Finance,Manager,30-10-2019 00:00,F,32708,91,328,30-06-2025 00:00,4,21,No,No,2019,October
329,Employee 329,IT,Manager,01-03-2021 00:00,M,78161,79,329,30-06-2025 00:00,2,23,No,No,2021,March
330,Employee 330,Marketing,Associate,07-03-2023 00:00,F,101171,41,330,30-06-2025 00:00,5,10,Yes,No,2023,March
331,Employee 331,Marketing,Analyst,02-03-2018 00:00,F,139218,49,331,30-06-2025 00:00,5,76,No,No,2018,March
332,Employee 332,HR,Executive,16-05-2023 00:00,M,76280,36,332,30-06-2025 00:00,1,68,Yes,No,2023,May
333,Employee 333,Sales,Manager,09-11-2020 00:00,M,109284,44,333,30-06-2025 00:00,3,69,Yes,Yes,2020,November
334,Employee 334,IT,Analyst,30-01-2018 00:00,F,102111,60,334,30-06-2025 00:00,5,12,Yes,No,2018,January
335,Employee 335,Marketing,Analyst,26-11-2023 00:00,F,68689,36,335,30-06-2025 00:00,2,74,No,No,2023,November
336,Employee 336,Marketing,Analyst,18-07-2023 00:00,M,102343,11,336,30-06-2025 00:00,1,17,Yes,No,2023,July
337,Employee 337,Finance,Executive,14-07-2020 00:00,M,130391,90,337,30-06-2025 00:00,1,7,No,Yes,2020,July
338,Employee 338,IT,Analyst,19-08-2021 00:00,F,72790,22,338,30-06-2025 00:00,4,46,No,No,2021,August
339, Employee 339 ,Marketing,Executive,13-09-2023 00:00,F,111633,68,339,30-06-2025 00:00,3,33,No,Yes,2023,September
340,Employee 340,HR,Analyst,21-03-2018 00:00,M,140349,53,340,30-06-2025 00:00,3,46,Yes,No,2018,March
341, Employee 341 ,Marketing,Associate,09-11-2019 00:00,F,139084,33,341,30-06-2025 00:00,4,35,No,Yes,2019,November
342, Employee 342 ,Marketing,Executive,14-02-2023 00:00,F,54389,34,342,30-06-2025 00:00,2,56,No,Yes,2023,February
343,Employee 343,Marketing,Executive,13-09-2019 00:00,M,79248,80,343,30-06-2025 00:00,5,29,Yes,No,2019,September
344,Employee 344,Sales,Analyst,26-05-2020 00:00,M,118518,12,344,30-06-2025 00:00,4,13,Yes,Yes,2020,May
345,Employee 345,IT,Manager,30-01-2023 00:00,F,145267,31,345,30-06-2025 00:00,1,66,No,Yes,2023,January
346,Employee 346,Sales,Associate,20-12-2021 00:00,F,126817,39,346,30-06-2025 00:00,5,52,Yes,Yes,2021,December
347,Employee 347,Finance,Associate,29-07-2018 00:00,F,104852,11,347,30-06-2025 00:00,5,36,No,No,2018,July
348,Employee 348,HR,Analyst,26-06-2024 00:00,F,68855,94,348,30-06-2025 00:00,5,64,No,No,2024,June
349,Employee 349,HR,Associate,06-09-2018 00:00,F,113689,10,349,30-06-2025 00:00,1,19,Yes,Yes,2018,September
350,Employee 350,HR,Manager,31-10-2020 00:00,F,142434,17,350,30-06-2025 00:00,4,53,Yes,No,2020,October
351,Employee 351,Marketing,Associate,07-11-2020 00:00,M,39458,13,351,30-06-2025 00:00,4,49,Yes,No,2020,November
352,Employee 352,IT,Associate,25-09-2021 00:00,M,108460,79,352,30-06-2025 00:00,4,43,Yes,Yes,2021,September
353,Employee 353,Marketing,Associate,30-07-2018 00:00,F,128541,30,353,30-06-2025 00:00,1,62,No,No,2018,July
354,Employee 354,Finance,Manager,05-01-2023 00:00,F,116877,67,354,30-06-2025 00:00,1,72,No,No,2023,January
355,Employee 355,Finance,Associate,30-11-2021 00:00,M,84706,44,355,30-06-2025 00:00,2,43,No,No,2021,November
356,Employee 356,IT,Executive,28-07-2018 00:00,M,59244,76,356,30-06-2025 00:00,4,14,No,No,2018,July
357,Employee 357,Marketing,Executive,14-10-2019 00:00,F,72763,82,357,30-06-2025 00:00,1,32,No,Yes,2019,October
358,Employee 358,Finance,Associate,29-09-2022 00:00,M,64790,3,358,30-06-2025 00:00,1,16,No,Yes,2022,September
359,Employee 359,Finance,Manager,02-11-2024 00:00,M,96894,35,359,30-06-2025 00:00,2,62,Yes,No,2024,November
360,Employee 360,HR,Manager,23-01-2019 00:00,M,89476,98,360,30-06-2025 00:00,2,74,No,Yes,2019,January
361,Employee 361,Sales,Analyst,08-05-2018 00:00,M,144854,70,361,30-06-2025 00:00,5,70,No,No,2018,May
362,Employee 362,Sales,Manager,28-11-2021 00:00,F,106392,48,362,30-06-2025 00:00,3,52,No,No,2021,November
363,Employee 363,Sales,Analyst,06-07-2022 00:00,F,87083,22,363,30-06-2025 00:00,1,22,No,No,2022,July
364,Employee 364,HR,Analyst,24-01-2019 00:00,F,130207,18,364,30-06-2025 00:00,2,35,Yes,Yes,2019,January
365, Employee 365 ,Sales,Associate,12-06-2022 00:00,F,70231,72,365,30-06-2025 00:00,5,41,No,No,2022,June
366,Employee 366,IT,Executive,17-01-2018 00:00,M,70189,47,366,30-06-2025 00:00,3,64,Yes,No,2018,January
367,Employee 367,IT,Analyst,02-04-2019 00:00,F,122616,53,367,30-06-2025 00:00,3,35,No,No,2019,April
368,Employee 368,HR,Manager,18-03-2022 00:00,F,53467,64,368,30-06-2025 00:00,5,25,No,Yes,2022,March
369,Employee 369,IT,Analyst,04-07-2019 00:00,M,67834,29,369,30-06-2025 00:00,5,12,Yes,No,2019,July
370,Employee 370,IT,Manager,22-01-2019 00:00,M,143122,26,370,30-06-2025 00:00,3,76,Yes,No,2019,January
371,Employee 371,Finance,Executive,06-04-2021 00:00,M,40990,42,371,30-06-2025 00:00,4,61,Yes,No,2021,April
372,Employee 372,IT,Associate,20-09-2024 00:00,F,132715,57,372,30-06-2025 00:00,2,37,No,No,2024,September
373,Employee 373,Marketing,Analyst,05-02-2020 00:00,F,133707,81,373,30-06-2025 00:00,1,4,No,Yes,2020,February
374,Employee 374,Marketing,Manager,13-10-2019 00:00,F,88325,65,374,30-06-2025 00:00,2,48,Yes,Yes,2019,October
375,Employee 375,IT,Executive,01-12-2022 00:00,F,78052,15,375,30-06-2025 00:00,2,36,No,No,2022,December
376,Employee 376,Finance,Associate,28-09-2020 00:00,M,113393,55,376,30-06-2025 00:00,3,62,Yes,No,2020,September
377,Employee 377,Sales,Manager,03-04-2023 00:00,F,112672,50,377,30-06-2025 00:00,4,35,No,Yes,2023,April
378,Employee 378,Marketing,Analyst,10-11-2021 00:00,M,130082,66,378,30-06-2025 00:00,3,60,Yes,No,2021,November
379,Employee 379,Sales,Manager,14-01-2021 00:00,M,92011,99,379,30-06-2025 00:00,5,42,No,No,2021,January
380,Employee 380,Finance,Executive,27-05-2024 00:00,F,90745,82,380,30-06-2025 00:00,2,4,No,No,2024,May
381,Employee 381,Finance,Analyst,26-05-2022 00:00,F,83444,31,381,30-06-2025 00:00,3,55,No,No,2022,May
382,Employee 382,Sales,Executive,01-11-2018 00:00,F,126694,81,382,30-06-2025 00:00,4,19,Yes,Yes,2018,November
383,Employee 383,Sales,Manager,04-09-2022 00:00,M,72692,48,383,30-06-2025 00:00,1,4,Yes,No,2022,September
384,Employee 384,HR,Manager,13-06-2022 00:00,F,144689,97,384,30-06-2025 00:00,3,24,Yes,No,2022,June
385,Employee 385,HR,Manager,19-01-2023 00:00,F,137204,50,385,30-06-2025 00:00,3,6,Yes,Yes,2023,January
386,Employee 386,IT,Executive,25-05-2023 00:00,F,50435,7,386,30-06-2025 00:00,2,67,Yes,No,2023,May
387,Employee 387,Marketing,Manager,09-12-2019 00:00,M,90559,48,387,30-06-2025 00:00,4,66,Yes,Yes,2019,December
388,Employee 388,Sales,Executive,29-03-2018 00:00,M,93062,89,388,30-06-2025 00:00,3,80,No,No,2018,March
389,Employee 389,Marketing,Manager,29-01-2023 00:00,F,88450,3,389,30-06-2025 00:00,4,4,Yes,Yes,2023,January
390,Employee 390,IT,Analyst,04-04-2022 00:00,F,84390,84,390,30-06-2025 00:00,3,6,No,No,2022,April
391,Employee 391,Finance,Manager,18-10-2023 00:00,F,122154,54,391,30-06-2025 00:00,3,60,Yes,Yes,2023,October
392,Employee 392,Marketing,Associate,13-08-2022 00:00,M,76470,31,392,30-06-2025 00:00,5,12,Yes,Yes,2022,August
393,Employee 393,Marketing,Associate,24-11-2018 00:00,M,111392,97,393,30-06-2025 00:00,3,62,Yes,Yes,2018,November
394,Employee 394,IT,Manager,26-04-2023 00:00,F,29454,18,394,30-06-2025 00:00,1,37,No,Yes,2023,April
395,Employee 395,Finance,Analyst,07-12-2019 00:00,F,93200,65,395,30-06-2025 00:00,1,57,No,No,2019,December
396,Employee 396,Finance,Associate,18-01-2021 00:00,F,60051,21,396,30-06-2025 00:00,3,74,Yes,Yes,2021,January
397,Employee 397,IT,Analyst,24-05-2024 00:00,M,119560,86,397,30-06-2025 00:00,4,58,No,Yes,2024,May
398, Employee 398 ,HR,Analyst,12-05-2022 00:00,M,101556,90,398,30-06-2025 00:00,5,14,No,Yes,2022,May
399,Employee 399,Sales,Manager,27-06-2021 00:00,F,113731,36,399,30-06-2025 00:00,4,77,No,Yes,2021,June
400,Employee 400,Finance,Executive,12-08-2023 00:00,F,135643,48,400,30-06-2025 00:00,4,26,Yes,No,2023,August
401,Employee 401,HR,Manager,05-05-2018 00:00,M,32851,47,401,30-06-2025 00:00,4,18,Yes,Yes,2018,May
402,Employee 402,Marketing,Associate,31-03-2020 00:00,M,137340,5,402,30-06-2025 00:00,5,41,Yes,No,2020,March
403,Employee 403,Finance,Associate,13-07-2023 00:00,F,74502,30,403,30-06-2025 00:00,2,6,No,No,2023,July
404, Employee 404 ,IT,Analyst,19-10-2024 00:00,M,110472,2,404,30-06-2025 00:00,2,57,Yes,Yes,2024,October
405,Employee 405,Finance,Analyst,03-04-2020 00:00,F,83495,18,405,30-06-2025 00:00,3,37,No,No,2020,April
406,Employee 406,Sales,Associate,15-02-2021 00:00,M,81308,31,406,30-06-2025 00:00,2,26,Yes,No,2021,February
407,Employee 407,Sales,Executive,18-08-2021 00:00,F,97413,36,407,30-06-2025 00:00,3,27,No,No,2021,August
408,Employee 408,Marketing,Analyst,15-03-2020 00:00,M,51507,67,408,30-06-2025 00:00,5,26,No,Yes,2020,March
409,Employee 409,HR,Analyst,06-03-2023 00:00,F,32504,60,409,30-06-2025 00:00,3,69,No,Yes,2023,March
410,Employee 410,IT,Executive,03-11-2019 00:00,M,37540,14,410,30-06-2025 00:00,1,72,Yes,Yes,2019,November
411,Employee 411,HR,Executive,13-05-2022 00:00,F,140513,78,411,30-06-2025 00:00,5,66,No,Yes,2022,May
412,Employee 412,Sales,Associate,12-09-2022 00:00,M,43012,83,412,30-06-2025 00:00,5,29,No,Yes,2022,September
413,Employee 413,Finance,Executive,18-09-2020 00:00,M,127153,50,413,30-06-2025 00:00,3,17,No,Yes,2020,September
414,Employee 414,Sales,Executive,29-08-2023 00:00,M,90765,56,414,30-06-2025 00:00,2,8,Yes,No,2023,August
415,Employee 415,Sales,Manager,07-02-2023 00:00,M,65082,63,415,30-06-2025 00:00,4,34,No,No,2023,February
416,Employee 416,HR,Associate,06-06-2019 00:00,F,61937,12,416,30-06-2025 00:00,3,67,No,Yes,2019,June
417,Employee 417,HR,Executive,19-05-2023 00:00,F,89637,55,417,30-06-2025 00:00,3,73,Yes,Yes,2023,May
418,Employee 418,Sales,Executive,22-12-2022 00:00,F,130728,57,418,30-06-2025 00:00,2,29,Yes,No,2022,December
419,Employee 419,Finance,Manager,29-10-2022 00:00,M,123386,51,419,30-06-2025 00:00,5,52,No,Yes,2022,October
420,Employee 420,Finance,Manager,11-10-2021 00:00,F,71069,23,420,30-06-2025 00:00,1,33,Yes,No,2021,October
421, Employee 421 ,Finance,Analyst,21-07-2022 00:00,F,61955,68,421,30-06-2025 00:00,3,26,No,Yes,2022,July
422,Employee 422,IT,Manager,26-09-2021 00:00,M,111334,11,422,30-06-2025 00:00,2,32,No,No,2021,September
423,Employee 423,IT,Analyst,22-09-2019 00:00,F,56203,22,423,30-06-2025 00:00,5,25,No,Yes,2019,September
424,Employee 424,Finance,Executive,17-11-2019 00:00,M,53853,82,424,30-06-2025 00:00,1,25,Yes,Yes,2019,November
425,Employee 425,Finance,Executive,17-06-2023 00:00,M,143352,7,425,30-06-2025 00:00,3,16,No,No,2023,June
426,Employee 426,Finance,Executive,23-09-2023 00:00,F,106459,15,426,30-06-2025 00:00,2,2,Yes,Yes,2023,September
427,Employee 427,Finance,Analyst,01-12-2021 00:00,M,114005,29,427,30-06-2025 00:00,3,77,No,No,2021,December
428,Employee 428,Finance,Analyst,04-08-2021 00:00,F,40444,73,428,30-06-2025 00:00,2,71,No,No,2021,August
429,Employee 429,Finance,Manager,30-11-2019 00:00,M,49669,10,429,30-06-2025 00:00,3,9,Yes,Yes,2019,November
430,Employee 430,Marketing,Executive,22-02-2018 00:00,M,33667,36,430,30-06-2025 00:00,4,22,Yes,No,2018,February
431,Employee 431,IT,Manager,12-03-2019 00:00,M,96107,33,431,30-06-2025 00:00,4,31,Yes,Yes,2019,March
432,Employee 432,HR,Executive,21-02-2018 00:00,M,114065,71,432,30-06-2025 00:00,3,8,Yes,Yes,2018,February
433,Employee 433,IT,Executive,10-05-2020 00:00,M,120460,23,433,30-06-2025 00:00,2,21,No,No,2020,May
434,Employee 434,Finance,Associate,03-11-2021 00:00,F,95909,51,434,30-06-2025 00:00,4,57,Yes,No,2021,November
435,Employee 435,IT,Executive,27-10-2024 00:00,M,83131,47,435,30-06-2025 00:00,1,25,Yes,Yes,2024,October
436,Employee 436,IT,Associate,04-02-2021 00:00,F,29165,36,436,30-06-2025 00:00,1,23,Yes,No,2021,February
437,Employee 437,Sales,Analyst,16-04-2021 00:00,F,44087,11,437,30-06-2025 00:00,5,77,Yes,Yes,2021,April
438,Employee 438,Finance,Executive,28-09-2018 00:00,M,42977,66,438,30-06-2025 00:00,3,43,Yes,Yes,2018,September
439,Employee 439,IT,Executive,18-09-2018 00:00,M,119483,62,439,30-06-2025 00:00,1,33,No,Yes,2018,September
440,Employee 440,Sales,Associate,11-03-2019 00:00,F,90877,66,440,30-06-2025 00:00,1,39,Yes,Yes,2019,March
441,Employee 441,Sales,Executive,22-09-2022 00:00,M,92222,91,441,30-06-2025 00:00,1,41,No,Yes,2022,September
442,Employee 442,Marketing,Analyst,02-01-2024 00:00,F,79686,84,442,30-06-2025 00:00,2,7,Yes,No,2024,January
443,Employee 443,IT,Executive,17-11-2022 00:00,M,99105,72,443,30-06-2025 00:00,3,49,Yes,Yes,2022,November
444,Employee 444,Finance,Manager,06-01-2020 00:00,F,141325,68,444,30-06-2025 00:00,3,51,No,No,2020,January
445,Employee 445,Finance,Manager,19-04-2024 00:00,M,43015,29,445,30-06-2025 00:00,5,77,Yes,Yes,2024,April
446, Employee 446 ,HR,Analyst,16-04-2023 00:00,F,86167,86,446,30-06-2025 00:00,3,0,No,Yes,2023,April
